Feedback_ID,Transaccion_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS,Feedback_ID_Original
FB-10104,TRX-16594,2.0,3.0,,,1,19,-54.7,FB-10104
FB-10105,TRX-11642,3.0,3.0,,No,1,27,91.7,FB-10105
FB-10106,TRX-18630,3.0,5.0,No volvería,Sí,1,60,-77.0,FB-10106
FB-10107,TRX-12249,3.0,2.0,No volvería,Sí,0,45,21.7,FB-10107
FB-10108,TRX-10193,3.0,1.0,,No,0,27,45.9,FB-10108
FB-10109,TRX-19884,1.0,2.0,Dañado,Maybe,1,39,-46.0,FB-10109
FB-10110,TRX-11633,2.0,2.0,Precio justo,No,1,51,-24.1,FB-10110
FB-10111,TRX-16191,3.0,5.0,,Sí,1,33,-12.7,FB-10111
FB-10112,TRX-16291,2.0,3.0,Excelente,Sí,1,72,29.4,FB-10112
FB-10113,TRX-10339,2.0,2.0,Excelente,Sí,1,81,2.5,FB-10113
FB-10114,TRX-11802,4.0,3.0,,,1,70,-61.8,FB-10114
FB-10115,TRX-10222,1.0,2.0,,No,0,59,78.5,FB-10115
FB-10116,TRX-10716,4.0,1.0,,Maybe,1,47,-27.1,FB-10116
FB-10117,TRX-12165,5.0,4.0,No volvería,No,0,77,-23.5,FB-10117
FB-10118,TRX-14068,5.0,4.0,Precio justo,No,1,19,60.0,FB-10118
FB-10119,TRX-11369,5.0,4.0,,No,0,51,7.1,FB-10119
FB-10120,TRX-14385,4.0,5.0,,,1,59,-53.7,FB-10120
FB-10121,TRX-12336,2.0,5.0,No volvería,No,1,38,82.9,FB-10121
FB-10122,TRX-19824,5.0,3.0,Precio justo,Sí,0,51,61.0,FB-10122
FB-10123,TRX-10221,5.0,5.0,,Maybe,1,49,20.0,FB-10123
FB-10124,TRX-10153,4.0,4.0,,,0,47,2.4,FB-10124
FB-10125,TRX-11742,2.0,5.0,Excelente,,1,81,35.1,FB-10125
FB-10126,TRX-18886,5.0,4.0,,,1,36,-27.8,FB-10126
FB-10127,TRX-15544,1.0,2.0,Dañado,,0,47,38.8,FB-10127
FB-10128,TRX-11392,5.0,4.0,Lento,Sí,1,75,-92.3,FB-10128
FB-10129,TRX-13314,4.0,4.0,Dañado,Sí,1,58,-20.0,FB-10129
FB-10130,TRX-12281,4.0,1.0,Precio justo,Maybe,1,44,23.5,FB-10130
FB-10131,TRX-17871,1.0,1.0,No volvería,No,0,33,24.3,FB-10131
FB-10132,TRX-19221,2.0,1.0,No volvería,,0,42,-85.7,FB-10132
FB-10133,TRX-17279,1.0,1.0,Excelente,No,1,78,43.9,FB-10133
FB-10134,TRX-12672,5.0,4.0,,No,0,84,-83.0,FB-10134
FB-10135,TRX-15036,4.0,3.0,Excelente,Maybe,0,28,48.2,FB-10135
FB-10136,TRX-15435,2.0,1.0,Dañado,,1,49,82.4,FB-10136
FB-10137,TRX-17846,5.0,5.0,,No,1,54,95.1,FB-10137
FB-10138,TRX-12531,1.0,5.0,,Maybe,0,69,20.7,FB-10138
FB-10139,TRX-13994,5.0,5.0,Dañado,No,1,51,42.8,FB-10139
FB-10140,TRX-10915,1.0,4.0,,Maybe,1,67,-53.2,FB-10140
FB-10141,TRX-18905,3.0,2.0,Lento,Sí,1,51,-25.1,FB-10141
FB-10142,TRX-14382,3.0,2.0,Precio justo,Maybe,1,26,-97.6,FB-10142
FB-10143,TRX-18906,4.0,1.0,Dañado,Maybe,1,59,59.6,FB-10143
FB-10144,TRX-12016,2.0,5.0,Dañado,Sí,0,56,37.9,FB-10144
FB-10145,TRX-10347,4.0,1.0,Excelente,,0,47,-48.4,FB-10145
FB-10146,TRX-10729,5.0,4.0,,Maybe,0,20,-2.0,FB-10146
FB-10147,TRX-11684,3.0,5.0,Precio justo,Maybe,1,19,45.7,FB-10147
FB-10148,TRX-18923,4.0,1.0,Excelente,No,0,84,33.3,FB-10148
FB-10149,TRX-14861,1.0,3.0,,Maybe,1,84,-35.9,FB-10149
FB-10150,TRX-11680,2.0,4.0,,Maybe,1,34,-26.1,FB-10150
FB-10151,TRX-18381,3.0,4.0,Lento,No,0,80,-69.2,FB-10151
FB-10152,TRX-16804,2.0,4.0,Dañado,,0,20,-72.5,FB-10152
FB-10153,TRX-12323,2.0,3.0,,Sí,1,27,-19.0,FB-10153
FB-10154,TRX-10019,3.0,2.0,Dañado,Sí,0,72,-4.1,FB-10154
FB-10155,TRX-13675,1.0,2.0,Dañado,Maybe,0,37,90.1,FB-10155
FB-10156,TRX-10393,1.0,3.0,No volvería,,1,18,1.1,FB-10156
FB-10157,TRX-13713,1.0,2.0,,Sí,1,59,-62.0,FB-10157
FB-10158,TRX-16998,2.0,3.0,Precio justo,No,0,30,-66.2,FB-10158
FB-10159,TRX-16314,1.0,1.0,Excelente,Maybe,0,25,-30.9,FB-10159
FB-10160,TRX-12414,5.0,3.0,Excelente,Maybe,0,41,83.8,FB-10160
FB-10161,TRX-15788,5.0,2.0,,,1,39,58.8,FB-10161
FB-10162,TRX-14699,1.0,3.0,Excelente,Maybe,1,64,-1.2,FB-10162
FB-10163,TRX-13700,1.0,3.0,Lento,,0,50,91.2,FB-10163
FB-10164,TRX-16303,3.0,5.0,No volvería,Sí,1,77,-56.9,FB-10164
FB-10165,TRX-11841,3.0,3.0,Lento,Sí,1,43,-13.1,FB-10165
FB-10166,TRX-18057,4.0,2.0,Precio justo,,0,61,-99.8,FB-10166
FB-10167,TRX-12778,2.0,4.0,Excelente,Sí,0,20,73.3,FB-10167
FB-10168,TRX-11804,2.0,1.0,Excelente,Sí,0,77,-68.4,FB-10168
FB-10169,TRX-13678,3.0,3.0,Excelente,Sí,1,27,91.5,FB-10169
FB-10170,TRX-11666,5.0,2.0,Dañado,,1,23,1.4,FB-10170
FB-10171,TRX-14617,4.0,2.0,,No,1,34,98.8,FB-10171
FB-10172,TRX-15854,3.0,5.0,,No,0,76,8.3,FB-10172
FB-10173,TRX-11249,4.0,2.0,Dañado,Sí,1,24,-8.9,FB-10173
FB-10174,TRX-15467,2.0,4.0,,No,0,31,-5.6,FB-10174
FB-10175,TRX-11939,2.0,2.0,Excelente,Sí,1,50,67.2,FB-10175
FB-10176,TRX-15906,2.0,4.0,,Maybe,1,35,-27.5,FB-10176
FB-10177,TRX-11389,5.0,1.0,Excelente,No,0,42,70.7,FB-10177
FB-10178,TRX-10710,3.0,3.0,Dañado,Maybe,1,84,77.3,FB-10178
FB-10179,TRX-19904,4.0,1.0,Lento,Sí,1,63,-42.2,FB-10179
FB-10180,TRX-12475,3.0,3.0,No volvería,No,0,57,85.4,FB-10180
FB-10181,TRX-12917,2.0,1.0,Lento,No,1,75,-61.9,FB-10181
FB-10182,TRX-17022,2.0,4.0,,Maybe,1,22,65.3,FB-10182
FB-10183,TRX-18691,3.0,3.0,No volvería,Sí,0,62,-66.3,FB-10183
FB-10184,TRX-15486,1.0,3.0,,No,0,71,43.5,FB-10184
FB-10185,TRX-19824,1.0,1.0,Dañado,,0,81,95.1,FB-10185
FB-10186,TRX-12971,3.0,5.0,,Sí,1,69,-84.8,FB-10186
FB-10187,TRX-16967,2.0,5.0,,,0,18,-60.7,FB-10187
FB-10188,TRX-12461,4.0,1.0,Excelente,No,1,62,-29.4,FB-10188
FB-10189,TRX-14940,1.0,2.0,,No,1,79,-28.0,FB-10189
FB-10190,TRX-14702,3.0,1.0,Excelente,,1,63,-63.6,FB-10190
FB-10191,TRX-15707,5.0,4.0,Excelente,No,1,50,-0.6,FB-10191
FB-10192,TRX-11702,3.0,4.0,,No,1,54,58.1,FB-10192
FB-10193,TRX-14441,2.0,2.0,Lento,Sí,1,77,60.5,FB-10193
FB-10194,TRX-18179,3.0,5.0,Excelente,Sí,1,66,-6.8,FB-10194
FB-10195,TRX-16047,1.0,4.0,No volvería,Sí,1,34,-37.3,FB-10195
FB-10196,TRX-14348,1.0,4.0,Excelente,Maybe,0,40,-51.7,FB-10196
FB-10197,TRX-11251,3.0,3.0,Dañado,Sí,1,54,43.1,FB-10197
FB-10198,TRX-10035,4.0,3.0,Excelente,No,1,83,-83.0,FB-10198
FB-10199,TRX-12435,3.0,2.0,Lento,No,0,31,9.1,FB-10199
FB-10200,TRX-12401,4.0,4.0,Lento,Maybe,0,50,8.3,FB-10200
FB-10201,TRX-15247,1.0,1.0,,No,0,18,-77.4,FB-10201
FB-10202,TRX-12421,5.0,5.0,Dañado,Maybe,1,59,-5.8,FB-10202
FB-10203,TRX-16399,4.0,2.0,,Sí,0,58,-50.0,FB-10203
FB-10204,TRX-17318,3.0,1.0,Precio justo,,0,56,-66.7,FB-10204
FB-10205,TRX-17838,2.0,1.0,,,0,61,-83.6,FB-10205
FB-10206,TRX-11102,2.0,2.0,Lento,,1,51,-61.3,FB-10206
FB-10207,TRX-11854,3.0,2.0,Precio justo,,1,71,29.0,FB-10207
FB-10208,TRX-19467,1.0,4.0,Dañado,,0,63,45.9,FB-10208
FB-10209,TRX-17003,1.0,5.0,Excelente,Maybe,1,50,-54.3,FB-10209
FB-10210,TRX-14562,1.0,4.0,,No,1,76,14.8,FB-10210
FB-10211,TRX-12370,3.0,1.0,Precio justo,Maybe,1,54,-25.7,FB-10211
FB-10212,TRX-11481,2.0,4.0,Dañado,No,0,25,8.3,FB-10212
FB-10213,TRX-15292,5.0,4.0,Precio justo,Sí,1,47,-50.8,FB-10213
FB-10214,TRX-12089,2.0,5.0,Precio justo,Maybe,1,37,-90.8,FB-10214
FB-10215,TRX-12979,1.0,3.0,,Sí,0,82,-34.6,FB-10215
FB-10216,TRX-16308,3.0,5.0,Excelente,No,0,66,-67.9,FB-10216
FB-10217,TRX-15777,3.0,4.0,,No,0,75,46.9,FB-10217
FB-10218,TRX-15231,5.0,3.0,Lento,No,1,79,46.1,FB-10218
FB-10219,TRX-18097,2.0,1.0,Precio justo,No,0,24,-85.5,FB-10219
FB-10220,TRX-16944,1.0,5.0,No volvería,,1,53,-20.7,FB-10220
FB-10221,TRX-17885,5.0,2.0,Excelente,No,0,76,-81.4,FB-10221
FB-10222,TRX-16782,1.0,1.0,,No,1,51,43.0,FB-10222
FB-10223,TRX-19858,2.0,3.0,No volvería,Sí,1,80,-96.3,FB-10223
FB-10224,TRX-15463,5.0,1.0,Excelente,Sí,1,41,-12.4,FB-10224
FB-10225,TRX-12264,1.0,2.0,Excelente,,1,78,-69.5,FB-10225
FB-10226,TRX-14028,4.0,2.0,,,0,26,33.0,FB-10226
FB-10227,TRX-16278,3.0,5.0,Lento,,1,40,-57.2,FB-10227
FB-10228,TRX-16859,2.0,5.0,No volvería,,0,65,-18.7,FB-10228
FB-10229,TRX-19000,3.0,4.0,Precio justo,,0,73,-99.0,FB-10229
FB-10230,TRX-18144,1.0,4.0,Excelente,Sí,0,56,97.8,FB-10230
FB-10231,TRX-18826,5.0,1.0,,Sí,0,23,50.8,FB-10231
FB-10232,TRX-18745,1.0,2.0,No volvería,Maybe,0,20,-67.1,FB-10232
FB-10233,TRX-18070,4.0,1.0,No volvería,,0,55,-11.2,FB-10233
FB-10234,TRX-18724,4.0,3.0,Lento,No,0,25,-0.4,FB-10234
FB-10235,TRX-18785,2.0,3.0,No volvería,,0,57,-54.8,FB-10235
FB-10236,TRX-13770,3.0,4.0,Precio justo,Maybe,1,26,-83.0,FB-10236
FB-10237,TRX-16301,1.0,1.0,No volvería,Maybe,0,81,13.9,FB-10237
FB-10238,TRX-11369,4.0,3.0,Lento,No,1,66,67.0,FB-10238
FB-10239,TRX-19518,5.0,4.0,,Sí,1,50,14.4,FB-10239
FB-10240,TRX-16911,1.0,1.0,Excelente,Maybe,0,23,26.2,FB-10240
FB-10241,TRX-18633,2.0,2.0,No volvería,No,1,46,18.2,FB-10241
FB-10242,TRX-19467,5.0,3.0,No volvería,No,1,36,-8.7,FB-10242
FB-10243,TRX-13593,3.0,3.0,Dañado,Maybe,1,44,-70.5,FB-10243
FB-10244,TRX-11429,2.0,2.0,Precio justo,Maybe,1,26,-59.5,FB-10244
FB-10245,TRX-13853,3.0,4.0,,Sí,1,35,-34.4,FB-10245
FB-10246,TRX-15926,3.0,3.0,Precio justo,No,1,30,-41.2,FB-10246
FB-10247,TRX-10046,4.0,2.0,,No,1,49,4.3,FB-10247
FB-10248,TRX-13330,3.0,4.0,,Sí,0,43,-15.8,FB-10248
FB-10249,TRX-10281,5.0,5.0,Precio justo,Maybe,1,69,27.4,FB-10249
FB-10250,TRX-15937,3.0,4.0,,No,1,39,68.1,FB-10250
FB-10251,TRX-19148,5.0,3.0,No volvería,Sí,1,45,-90.2,FB-10251
FB-10252,TRX-17764,5.0,4.0,Precio justo,No,0,72,-7.5,FB-10252
FB-10253,TRX-12188,1.0,3.0,Precio justo,No,1,45,-56.9,FB-10253
FB-10254,TRX-11804,4.0,4.0,,Maybe,1,46,82.0,FB-10254
FB-10255,TRX-10976,4.0,5.0,Dañado,No,0,82,8.9,FB-10255
FB-10256,TRX-15723,5.0,4.0,Lento,Maybe,0,48,76.8,FB-10256
FB-10257,TRX-15912,1.0,5.0,Lento,No,1,42,34.1,FB-10257
FB-10258,TRX-12283,3.0,3.0,Excelente,No,0,80,-72.9,FB-10258
FB-10259,TRX-14828,3.0,4.0,,No,1,70,69.4,FB-10259
FB-10260,TRX-17543,3.0,2.0,,Sí,1,35,-36.5,FB-10260
FB-10261,TRX-12361,4.0,5.0,,Maybe,1,54,48.7,FB-10261
FB-10262,TRX-19035,3.0,1.0,,Sí,0,78,1.7,FB-10262
FB-10263,TRX-16898,1.0,5.0,Dañado,,0,68,46.0,FB-10263
FB-10264,TRX-13973,1.0,4.0,,No,1,22,5.5,FB-10264
FB-10265,TRX-13452,3.0,5.0,,,0,72,85.6,FB-10265
FB-10266,TRX-13679,4.0,4.0,No volvería,Maybe,0,61,2.0,FB-10266
FB-10267,TRX-10915,2.0,3.0,,Sí,0,27,-87.9,FB-10267
FB-10268,TRX-12257,5.0,3.0,,Sí,1,42,-9.6,FB-10268
FB-10269,TRX-11920,3.0,2.0,Excelente,Maybe,1,78,93.5,FB-10269
FB-10270,TRX-12344,3.0,1.0,Precio justo,Maybe,0,72,57.9,FB-10270
FB-10271,TRX-16184,5.0,3.0,Excelente,Sí,0,27,26.3,FB-10271
FB-10272,TRX-10431,2.0,2.0,Lento,,1,37,-69.7,FB-10272
FB-10273,TRX-16958,3.0,1.0,Excelente,Maybe,0,59,-63.4,FB-10273
FB-10274,TRX-16089,3.0,2.0,Excelente,No,1,80,44.5,FB-10274
FB-10275,TRX-10886,2.0,3.0,,,1,20,46.1,FB-10275
FB-10276,TRX-11736,5.0,1.0,Dañado,Sí,1,60,-25.3,FB-10276
FB-10277,TRX-19529,1.0,3.0,Precio justo,Maybe,1,21,98.9,FB-10277
FB-10278,TRX-11208,3.0,4.0,No volvería,Maybe,1,45,38.3,FB-10278
FB-10279,TRX-17812,3.0,1.0,,,0,58,78.9,FB-10279
FB-10280,TRX-19730,4.0,2.0,No volvería,Maybe,0,55,-90.7,FB-10280
FB-10281,TRX-12591,2.0,4.0,Dañado,No,1,28,24.7,FB-10281
FB-10282,TRX-10494,3.0,2.0,,Sí,1,49,49.9,FB-10282
FB-10283,TRX-12406,4.0,3.0,,,1,57,59.5,FB-10283
FB-10284,TRX-15984,1.0,3.0,Dañado,,1,71,34.5,FB-10284
FB-10285,TRX-12314,2.0,4.0,,No,1,20,21.2,FB-10285
FB-10286,TRX-11294,1.0,4.0,,Maybe,1,30,49.2,FB-10286
FB-10287,TRX-14014,4.0,1.0,No volvería,,0,73,-92.3,FB-10287
FB-10288,TRX-11262,5.0,2.0,,Sí,1,68,50.3,FB-10288
FB-10289,TRX-10204,2.0,5.0,Excelente,Maybe,0,54,-34.1,FB-10289
FB-10290,TRX-19325,5.0,3.0,Precio justo,,0,31,52.2,FB-10290
FB-10291,TRX-16823,4.0,5.0,No volvería,,1,53,55.4,FB-10291
FB-10292,TRX-12452,2.0,5.0,Excelente,Sí,1,49,-44.7,FB-10292
FB-10293,TRX-12988,3.0,4.0,Excelente,,0,58,43.0,FB-10293
FB-10294,TRX-17696,4.0,2.0,Lento,Maybe,1,57,-34.2,FB-10294
FB-10295,TRX-12295,4.0,5.0,Dañado,No,1,49,45.0,FB-10295
FB-10296,TRX-18641,1.0,2.0,,,0,29,-62.0,FB-10296
FB-10297,TRX-14907,5.0,4.0,,No,1,71,-84.5,FB-10297
FB-10298,TRX-17703,2.0,5.0,,Sí,1,74,17.6,FB-10298
FB-10299,TRX-16742,2.0,5.0,No volvería,No,0,25,-61.4,FB-10299
FB-10300,TRX-15526,3.0,3.0,No volvería,,1,59,78.9,FB-10300
FB-10301,TRX-17274,2.0,5.0,,Sí,0,61,-68.3,FB-10301
FB-10302,TRX-10216,3.0,1.0,Precio justo,Maybe,1,48,21.4,FB-10302
FB-10303,TRX-14698,2.0,4.0,,No,1,24,39.4,FB-10303
FB-10304,TRX-11822,1.0,1.0,,,1,43,-99.5,FB-10304
FB-10305,TRX-12554,4.0,5.0,,Maybe,1,45,73.9,FB-10305
FB-10306,TRX-10983,2.0,5.0,,No,0,19,45.3,FB-10306
FB-10307,TRX-10526,4.0,1.0,No volvería,Maybe,0,61,53.9,FB-10307
FB-10308,TRX-19898,5.0,3.0,Excelente,,1,34,-88.7,FB-10308
FB-10309,TRX-12843,4.0,3.0,Excelente,,1,32,-29.6,FB-10309
FB-10310,TRX-18245,5.0,1.0,Precio justo,No,1,49,28.5,FB-10310
FB-10311,TRX-12627,2.0,1.0,,No,1,40,-54.2,FB-10311
FB-10312,TRX-10178,1.0,4.0,Excelente,,0,43,66.4,FB-10312
FB-10313,TRX-16494,1.0,3.0,Excelente,Maybe,0,81,-18.3,FB-10313
FB-10314,TRX-16940,4.0,2.0,No volvería,No,1,73,60.2,FB-10314
FB-10315,TRX-17443,1.0,5.0,,,1,38,75.2,FB-10315
FB-10316,TRX-19079,5.0,5.0,Dañado,Sí,1,54,-4.9,FB-10316
FB-10317,TRX-14227,1.0,1.0,No volvería,Maybe,0,60,-54.6,FB-10317
FB-10318,TRX-19372,1.0,2.0,Lento,Sí,0,25,-23.8,FB-10318
FB-10319,TRX-18222,1.0,3.0,Precio justo,Sí,1,31,-0.1,FB-10319
FB-10320,TRX-15014,3.0,3.0,,Maybe,1,83,-8.9,FB-10320
FB-10321,TRX-13724,3.0,3.0,Excelente,Sí,0,44,-99.1,FB-10321
FB-10322,TRX-16941,4.0,1.0,,Sí,1,25,-83.1,FB-10322
FB-10323,TRX-12569,2.0,1.0,No volvería,Sí,0,76,-8.7,FB-10323
FB-10324,TRX-14453,2.0,5.0,No volvería,,0,27,-12.6,FB-10324
FB-10325,TRX-11506,5.0,5.0,,Sí,1,64,78.0,FB-10325
FB-10326,TRX-18544,5.0,3.0,,Sí,0,27,-44.7,FB-10326
FB-10327,TRX-16185,4.0,5.0,Excelente,Maybe,0,33,95.5,FB-10327
FB-10328,TRX-12050,3.0,5.0,Precio justo,Maybe,1,20,94.5,FB-10328
FB-10329,TRX-13471,1.0,3.0,No volvería,Sí,0,40,-62.3,FB-10329
FB-10330,TRX-16560,3.0,1.0,Dañado,Sí,1,19,-95.1,FB-10330
FB-10331,TRX-10917,3.0,5.0,,Sí,0,82,-60.4,FB-10331
FB-10332,TRX-13586,4.0,1.0,Excelente,,0,80,-16.1,FB-10332
FB-10333,TRX-16427,3.0,2.0,Precio justo,Sí,1,75,-26.5,FB-10333
FB-10334,TRX-13009,2.0,1.0,Lento,Maybe,1,54,-5.3,FB-10334
FB-10335,TRX-19163,3.0,4.0,,Maybe,0,78,38.4,FB-10335
FB-10336,TRX-19913,2.0,4.0,Excelente,Sí,0,37,3.6,FB-10336
FB-10337,TRX-11264,5.0,3.0,Lento,Sí,1,77,-31.0,FB-10337
FB-10338,TRX-17674,5.0,4.0,Excelente,Maybe,1,38,35.1,FB-10338
FB-10339,TRX-17821,4.0,2.0,No volvería,Sí,1,42,-33.2,FB-10339
FB-10340,TRX-15131,1.0,1.0,Precio justo,Sí,1,64,-29.5,FB-10340
FB-10341,TRX-16637,3.0,1.0,Dañado,,1,57,-31.4,FB-10341
FB-10342,TRX-16233,1.0,5.0,Lento,Sí,1,68,-39.2,FB-10342
FB-10343,TRX-12700,2.0,5.0,,,1,38,40.1,FB-10343
FB-10344,TRX-10895,1.0,5.0,Lento,No,1,24,-65.0,FB-10344
FB-10345,TRX-16086,3.0,1.0,,,1,23,54.9,FB-10345
FB-10346,TRX-16950,1.0,1.0,Excelente,Sí,0,83,84.5,FB-10346
FB-10347,TRX-13190,1.0,5.0,Lento,Sí,1,20,-44.7,FB-10347
FB-10348,TRX-14422,1.0,1.0,,Maybe,1,58,40.8,FB-10348
FB-10349,TRX-11776,4.0,2.0,Excelente,Sí,1,28,20.8,FB-10349
FB-10350,TRX-11710,1.0,5.0,Excelente,Sí,0,77,-40.1,FB-10350
FB-10351,TRX-11274,3.0,4.0,Lento,Sí,1,39,-52.7,FB-10351
FB-10352,TRX-15942,3.0,5.0,Lento,,0,67,88.8,FB-10352
FB-10353,TRX-19882,1.0,4.0,,,0,65,39.4,FB-10353
FB-10354,TRX-15496,4.0,3.0,No volvería,No,1,70,28.9,FB-10354
FB-10355,TRX-10459,2.0,4.0,No volvería,,1,59,99.4,FB-10355
FB-10356,TRX-13924,1.0,2.0,,Maybe,0,26,-29.3,FB-10356
FB-10357,TRX-14623,4.0,1.0,No volvería,,0,19,-54.2,FB-10357
FB-10358,TRX-12666,5.0,2.0,Precio justo,Sí,0,80,-34.0,FB-10358
FB-10359,TRX-18873,3.0,3.0,Dañado,,1,40,-66.0,FB-10359
FB-10360,TRX-11744,5.0,2.0,No volvería,Sí,1,21,85.0,FB-10360
FB-10361,TRX-11070,3.0,2.0,No volvería,Maybe,1,69,39.4,FB-10361
FB-10362,TRX-13471,2.0,3.0,Excelente,No,0,70,21.0,FB-10362
FB-10363,TRX-19783,4.0,2.0,Dañado,No,0,71,61.3,FB-10363
FB-10364,TRX-10179,2.0,3.0,Lento,No,0,69,3.2,FB-10364
FB-10365,TRX-15064,5.0,1.0,Precio justo,No,1,56,-61.8,FB-10365
FB-10366,TRX-13075,4.0,5.0,Lento,Sí,0,53,-69.1,FB-10366
FB-10367,TRX-19038,5.0,1.0,Excelente,Sí,1,48,4.5,FB-10367
FB-10368,TRX-13305,1.0,1.0,Precio justo,,1,50,61.1,FB-10368
FB-10369,TRX-10530,5.0,1.0,No volvería,Sí,0,26,-55.7,FB-10369
FB-10370,TRX-13937,2.0,2.0,,No,1,39,41.0,FB-10370
FB-10371,TRX-14410,2.0,1.0,Dañado,Sí,1,53,-50.0,FB-10371
FB-10372,TRX-11393,1.0,3.0,Dañado,Maybe,1,69,-13.4,FB-10372
FB-10373,TRX-19340,4.0,3.0,No volvería,Maybe,1,26,-87.8,FB-10373
FB-10374,TRX-19253,5.0,3.0,Lento,Maybe,0,81,0.6,FB-10374
FB-10375,TRX-10735,5.0,3.0,Lento,No,1,29,-66.1,FB-10375
FB-10376,TRX-19236,5.0,1.0,No volvería,,1,33,68.9,FB-10376
FB-10377,TRX-17926,4.0,4.0,No volvería,Sí,0,26,91.5,FB-10377
FB-10378,TRX-10748,2.0,5.0,Dañado,,1,51,-83.2,FB-10378
FB-10379,TRX-10787,1.0,4.0,Lento,Sí,0,24,6.8,FB-10379
FB-10380,TRX-15154,4.0,2.0,,No,0,49,40.8,FB-10380
FB-10381,TRX-11527,1.0,1.0,Precio justo,Maybe,0,66,-86.9,FB-10381
FB-10382,TRX-15056,3.0,4.0,Precio justo,No,1,71,10.7,FB-10382
FB-10383,TRX-10138,1.0,1.0,Excelente,Maybe,0,59,87.3,FB-10383
FB-10384,TRX-15843,3.0,3.0,Excelente,,1,18,5.3,FB-10384
FB-10385,TRX-14626,1.0,2.0,Excelente,,0,37,24.2,FB-10385
FB-10386,TRX-16523,3.0,4.0,,No,1,55,-34.5,FB-10386
FB-10387,TRX-18195,5.0,5.0,Lento,No,0,29,23.0,FB-10387
FB-10388,TRX-13192,4.0,3.0,Precio justo,Sí,0,76,77.6,FB-10388
FB-10389,TRX-15152,5.0,3.0,Lento,,1,67,-34.1,FB-10389
FB-10390,TRX-16400,2.0,2.0,No volvería,Maybe,0,24,54.4,FB-10390
FB-10391,TRX-15830,4.0,3.0,Dañado,,1,44,14.1,FB-10391
FB-10392,TRX-12122,5.0,3.0,,Sí,1,30,-48.6,FB-10392
FB-10393,TRX-11595,1.0,4.0,Excelente,No,0,37,-21.7,FB-10393
FB-10394,TRX-15428,4.0,3.0,No volvería,Maybe,1,35,-28.4,FB-10394
FB-10395,TRX-16672,1.0,2.0,No volvería,Sí,0,75,-6.3,FB-10395
FB-10396,TRX-18250,5.0,1.0,,No,1,40,-77.4,FB-10396
FB-10397,TRX-11654,4.0,2.0,Dañado,Maybe,0,19,-69.8,FB-10397
FB-10398,TRX-18227,5.0,2.0,Precio justo,Sí,1,61,-24.3,FB-10398
FB-10399,TRX-12460,2.0,1.0,Precio justo,No,0,67,12.4,FB-10399
FB-10400,TRX-10388,3.0,4.0,,,0,50,23.6,FB-10400
FB-10401,TRX-19620,5.0,5.0,No volvería,No,1,76,82.1,FB-10401
FB-10402,TRX-16260,2.0,5.0,Dañado,No,1,61,13.8,FB-10402
FB-10403,TRX-17814,5.0,2.0,Precio justo,Sí,1,82,46.0,FB-10403
FB-10404,TRX-19606,4.0,4.0,,Sí,0,51,-3.7,FB-10404
FB-10405,TRX-10612,1.0,4.0,Excelente,Sí,0,48,4.7,FB-10405
FB-10406,TRX-14753,4.0,4.0,Lento,No,0,31,18.0,FB-10406
FB-10407,TRX-12641,5.0,4.0,Dañado,No,1,69,4.4,FB-10407
FB-10408,TRX-12482,5.0,2.0,,,1,36,-38.1,FB-10408
FB-10409,TRX-17587,5.0,3.0,,Sí,0,46,95.5,FB-10409
FB-10410,TRX-11290,3.0,5.0,No volvería,,0,72,23.7,FB-10410
FB-10411,TRX-11528,2.0,5.0,Lento,Maybe,0,47,-30.8,FB-10411
FB-10412,TRX-13794,1.0,1.0,Precio justo,,1,76,59.7,FB-10412
FB-10413,TRX-13533,2.0,2.0,Precio justo,Sí,0,70,-67.2,FB-10413
FB-10414,TRX-12307,5.0,5.0,,Maybe,1,83,98.5,FB-10414
FB-10415,TRX-12638,5.0,2.0,Dañado,No,1,56,57.8,FB-10415
FB-10416,TRX-18218,2.0,2.0,Lento,No,0,42,-80.5,FB-10416
FB-10417,TRX-18459,2.0,4.0,Precio justo,Maybe,1,62,69.7,FB-10417
FB-10418,TRX-19973,2.0,1.0,Dañado,Sí,1,25,-48.3,FB-10418
FB-10419,TRX-18573,3.0,2.0,Lento,,1,76,27.6,FB-10419
FB-10420,TRX-15593,2.0,5.0,,No,1,19,-67.0,FB-10420
FB-10421,TRX-17331,5.0,5.0,,Maybe,1,32,42.2,FB-10421
FB-10422,TRX-12149,1.0,1.0,No volvería,,1,37,51.5,FB-10422
FB-10423,TRX-15554,4.0,2.0,No volvería,,1,28,70.3,FB-10423
FB-10424,TRX-14765,2.0,4.0,,No,0,58,-2.4,FB-10424
FB-10425,TRX-15903,2.0,1.0,Precio justo,Sí,0,21,10.7,FB-10425
FB-10426,TRX-17059,2.0,2.0,,Sí,0,65,-57.0,FB-10426
FB-10427,TRX-10655,1.0,1.0,Dañado,Maybe,0,18,3.1,FB-10427
FB-10428,TRX-16350,2.0,4.0,Excelente,Maybe,1,78,6.4,FB-10428
FB-10429,TRX-13917,2.0,3.0,Precio justo,Sí,1,44,61.8,FB-10429
FB-10430,TRX-13421,2.0,3.0,Excelente,Maybe,1,51,42.2,FB-10430
FB-10431,TRX-19943,1.0,3.0,Lento,Sí,1,19,39.7,FB-10431
